0.917,0.056,0.027
0.473,0.059,0.468
0.19,0.685,0.125
0.333,0.533,0.134
0.705,0.218,0.077
0.067,0.091,0.842
0.549,0.125,0.326
0.013,0.876,0.111
0.586,0.081,0.333
0.091,0.588,0.321
0.229,0.694,0.077
0.769,0.175,0.056
0.12,0.2,0.68
0.111,0.543,0.346
0.062,0.669,0.269
0.837,0.072,0.091
0.777,0.161,0.062
0.566,0.367,0.067
0.091,0.776,0.133
0.346,0.529,0.125
0.059,0.534,0.407
0.029,0.721,0.25
0.071,0.474,0.455
0.277,0.25,0.473
0.167,0.583,0.25
0.056,0.059,0.885
0.672,0.1,0.228
0.067,0.063,0.87
